Observation_ID,Date,Year,Day_of_year,Time,Bird_ID,Observer,Sex,Plumage_score,Plumage_group,Age,Age_exact,Alarm_calling,Allopreening,Calling,Chasing,Chipping,Courtship,Flying,Foraging,Other,Preening,Scolding,Singing,Sitting,U,Vocalizing,Observation_time,Alarm_calling_prop,Allopreening_prop,Chasing_prop,Courtship_prop,Flying_prop,Foraging_prop,Other_prop,Preening_prop,Sitting_prop,Vocalizing_prop
TCH028,2016-07-21,2016,203,748,X05,TCH,M,100,BRIGHT,4,exact,0,60,NA,0,NA,0,15,27,0,16,NA,NA,102,80,0,300,0,0.2727272727272727,0,0,0.06818181818181818,0.12272727272727273,0,0.07272727272727272,0.4636363636363636,0
FFD118,2016-07-21,2016,203,843,G09,FFD,M,0,DULL,3,min,0,0,NA,0,NA,0,10,95,0,19,NA,NA,63,113,0,300,0,0,0,0,0.053475935828877004,0.5080213903743316,0,0.10160427807486631,0.33689839572192515,0
FFD119,2016-07-21,2016,203,1139,Q10,FFD,M,5,DULL,4,min,0,0,NA,0,NA,0,0,159,0,0,NA,NA,0,140,1,300,0,0,0,0,0,0.99375,0,0,0,0.00625
TCH029,2016-07-19,2016,201,854,A02,TCH,M,0,DULL,2,exact,0,0,NA,0,NA,0,11,19,127,0,NA,NA,0,143,0,300,0,0,0,0,0.07006369426751592,0.12101910828025478,0.8089171974522293,0,0,0
FFD121,2016-07-22,2016,204,758,N10,FFD,M,90,BRIGHT,3,exact,0,0,NA,0,NA,18,11,122,0,29,NA,NA,80,26,14,300,0,0,0,0.06569343065693431,0.040145985401459854,0.44525547445255476,0,0.10583941605839416,0.291970802919708,0.051094890510948905
FFD124,2016-07-22,2016,204,1110,Q02,FFD,M,0,DULL,2,exact,0,0,NA,0,NA,0,5,168,0,50,NA,NA,44,33,0,300,0,0,0,0,0.018726591760299626,0.6292134831460674,0,0.18726591760299627,0.1647940074906367,0
FFD125,2016-07-22,2016,204,1124,U07,FFD,M,100,BRIGHT,4,min,0,0,NA,0,NA,75,4,0,0,25,NA,NA,88,79,29,300,0,0,0,0.3393665158371041,0.01809954751131222,0,0,0.11312217194570136,0.39819004524886875,0.13122171945701358
FFD126,2016-07-22,2016,204,1241,A10,FFD,M,98,BRIGHT,3,exact,0,25,NA,0,NA,3,5,101,0,22,NA,NA,66,78,0,300,0,0.11261261261261261,0,0.013513513513513514,0.02252252252252252,0.45495495495495497,0,0.0990990990990991,0.2972972972972973,0
TCH030,2016-07-22,2016,204,716,A10,TCH,M,100,BRIGHT,3,exact,0,126,NA,0,NA,0,3,59,0,31,NA,NA,24,57,0,300,0,0.5185185185185185,0,0,0.012345679012345678,0.24279835390946503,0,0.12757201646090535,0.09876543209876543,0
TCH031,2016-07-22,2016,204,741,T01,TCH,M,100,BRIGHT,3,exact,0,36,NA,0,NA,0,7,0,0,133,NA,NA,47,77,0,300,0,0.16143497757847533,0,0,0.03139013452914798,0,0,0.5964125560538116,0.21076233183856502,0
TCH032,2016-07-22,2016,204,1001,W04,TCH,M,0,DULL,1,exact,0,0,NA,0,NA,0,13,120,0,0,NA,NA,47,120,0,300,0,0,0,0,0.07222222222222222,0.6666666666666666,0,0,0.2611111111111111,0
FFD127,2016-07-22,2016,204,1036,Q10,FFD,M,5,DULL,4,min,0,0,NA,0,NA,0,4,274,0,1,NA,NA,11,10,0,300,0,0,0,0,0.013793103448275862,0.9448275862068966,0,0.0034482758620689655,0.03793103448275862,0
FFD128,2016-07-22,2016,204,1046,G02,FFD,M,0,DULL,4,exact,0,0,NA,0,NA,0,3,220,0,54,NA,NA,23,0,0,300,0,0,0,0,0.01,0.7333333333333333,0,0.18,0.07666666666666666,0
FFD129,2016-07-22,2016,204,1148,Z04,FFD,M,0,DULL,3,exact,0,83,NA,4,NA,0,6,8,0,42,NA,NA,112,39,6,300,0,0.31800766283524906,0.01532567049808429,0,0.022988505747126436,0.03065134099616858,0,0.16091954022988506,0.42911877394636017,0.022988505747126436
FFD130,2016-07-22,2016,204,1208,V03,FFD,M,0,DULL,2,exact,0,0,NA,0,NA,0,10,94,0,0,NA,NA,133,63,0,300,0,0,0,0,0.04219409282700422,0.39662447257383965,0,0,0.5611814345991561,0
FFD132,2016-07-23,2016,205,940,A01,FFD,M,0,DULL,2,exact,0,0,NA,0,NA,0,2,66,0,45,NA,NA,58,129,0,300,0,0,0,0,0.011695906432748537,0.38596491228070173,0,0.2631578947368421,0.3391812865497076,0
FFD134,2016-07-23,2016,205,1038,P03,FFD,M,1,DULL,3,exact,0,0,NA,0,NA,0,2,217,0,0,NA,NA,22,59,0,300,0,0,0,0,0.008298755186721992,0.9004149377593361,0,0,0.0912863070539419,0
FFD136,2016-07-23,2016,205,730,V07,FFD,M,0,DULL,2,exact,0,0,NA,0,NA,0,4,209,0,25,NA,NA,29,26,7,300,0,0,0,0,0.014598540145985401,0.7627737226277372,0,0.09124087591240876,0.10583941605839416,0.025547445255474453
FFD137,2016-07-23,2016,205,809,T06,FFD,M,5,DULL,3,min,0,0,NA,0,NA,0,4,65,0,0,NA,NA,49,177,5,300,0,0,0,0,0.032520325203252036,0.5284552845528455,0,0,0.3983739837398374,0.04065040650406504
TCH037,2016-07-24,2016,206,949,O10,TCH,M,0,DULL,2,exact,0,0,NA,0,NA,0,6,158,0,0,NA,NA,13,120,3,300,0,0,0,0,0.03333333333333333,0.8777777777777778,0,0,0.07222222222222222,0.016666666666666666
TCH038,2016-07-24,2016,206,1213,C04,TCH,M,0,DULL,2,exact,0,0,NA,0,NA,0,24,180,0,5,NA,NA,27,57,7,300,0,0,0,0,0.09876543209876543,0.7407407407407407,0,0.0205761316872428,0.1111111111111111,0.02880658436213992
FFD139,2016-07-24,2016,206,742,J05,FFD,M,45,MOULT,5,exact,0,0,NA,0,NA,0,6,40,0,8,NA,NA,82,161,3,300,0,0,0,0,0.04316546762589928,0.28776978417266186,0,0.05755395683453238,0.5899280575539568,0.02158273381294964
FFD141,2016-07-24,2016,206,1034,F01,FFD,M,2,DULL,2,exact,0,0,NA,0,NA,0,3,186,0,0,NA,NA,0,111,0,300,0,0,0,0,0.015873015873015872,0.9841269841269841,0,0,0,0
FFD142,2016-07-24,2016,206,1201,D08,FFD,M,70,MOULT,4,exact,0,0,NA,8,NA,0,12,67,0,3,NA,NA,127,83,0,300,0,0,0.03686635944700461,0,0.055299539170506916,0.3087557603686636,0,0.013824884792626729,0.5852534562211982,0
SMT108,2016-07-24,2016,206,1300,Q10,SMT,M,15,DULL,4,min,0,0,NA,0,NA,0,3,68,0,0,NA,NA,51,178,0,300,0,0,0,0,0.02459016393442623,0.5573770491803278,0,0,0.4180327868852459,0
EMR001,2016-07-25,2016,207,1045,U02,EMR,M,50,MOULT,3,exact,0,0,NA,0,NA,0,12,0,0,3,NA,NA,184,93,8,300,0,0,0,0,0.057971014492753624,0,0,0.014492753623188406,0.8888888888888888,0.03864734299516908
FFD143,2016-07-25,2016,207,729,X05,FFD,M,100,BRIGHT,4,exact,0,0,NA,0,NA,5,6,159,0,0,NA,NA,24,106,0,300,0,0,0,0.02577319587628866,0.030927835051546393,0.8195876288659794,0,0,0.12371134020618557,0
SMT114,2016-07-24,2016,206,801,N02,SMT,M,0,DULL,2,exact,0,0,NA,0,NA,0,19,40,0,0,NA,NA,68,155,18,300,0,0,0,0,0.1310344827586207,0.27586206896551724,0,0,0.4689655172413793,0.12413793103448276
FFD144,2016-07-25,2016,207,815,G02,FFD,M,1,DULL,4,exact,0,0,NA,0,NA,0,5,76,0,0,NA,NA,54,165,0,300,0,0,0,0,0.037037037037037035,0.562962962962963,0,0,0.4,0
FFD145,2016-07-25,2016,207,908,V03,FFD,M,0,DULL,2,exact,0,0,NA,0,NA,0,7,161,0,0,NA,NA,54,78,0,300,0,0,0,0,0.03153153153153153,0.7252252252252253,0,0,0.24324324324324326,0
FFD146,2016-07-25,2016,207,953,Z04,FFD,M,0,DULL,3,exact,0,0,NA,0,NA,0,8,180,0,0,NA,NA,62,48,2,300,0,0,0,0,0.031746031746031744,0.7142857142857143,0,0,0.24603174603174602,0.007936507936507936
FFD147,2016-07-25,2016,207,1011,P03,FFD,M,1,DULL,3,exact,0,0,NA,0,NA,0,3,170,0,0,NA,NA,22,105,0,300,0,0,0,0,0.015384615384615385,0.8717948717948718,0,0,0.11282051282051282,0
FFD148,2016-07-25,2016,207,1220,R09,FFD,M,0,DULL,2,exact,0,0,NA,0,NA,0,4,169,0,0,NA,NA,21,106,0,300,0,0,0,0,0.020618556701030927,0.8711340206185567,0,0,0.10824742268041238,0
FFD149,2016-07-25,2016,207,1235,C04,FFD,M,0,DULL,2,exact,0,0,NA,0,NA,0,6,13,0,30,NA,NA,172,79,0,300,0,0,0,0,0.027149321266968326,0.058823529411764705,0,0.13574660633484162,0.77828054298642535,0
TCH042,2016-07-25,2016,207,754,I02,TCH,M,0,DULL,2,exact,0,0,NA,0,NA,0,14,140,0,2,NA,NA,19,125,0,300,0,0,0,0,0.08,0.8,0,0.011428571428571429,0.10857142857142857,0
FFD151,2016-07-25,2016,207,709,U03,FFD,M,0,DULL,2,min,0,0,NA,0,NA,0,11,156,22,3,NA,NA,80,20,8,300,0,0,0,0,0.039285714285714285,0.5571428571428572,0.07857142857142857,0.010714285714285714,0.2857142857142857,0.02857142857142857
TCH043,2016-07-25,2016,207,833,N05,TCH,M,0,DULL,2,exact,0,0,NA,0,NA,0,12,184,0,0,NA,NA,15,88,1,300,0,0,0,0,0.05660377358490566,0.8679245283018868,0,0,0.07075471698113207,0.0047169811320754715
TCH040,2016-07-25,2016,207,1107,G09,TCH,M,0,DULL,3,min,0,0,NA,0,NA,0,17,179,0,37,NA,NA,28,36,3,300,0,0,0,0,0.06439393939393939,0.678030303030303,0,0.14015151515151514,0.10606060606060606,0.011363636363636364
FFD153,2016-07-28,2016,210,748,T06,FFD,M,10,DULL,3,min,0,0,NA,0,NA,0,15,140,0,14,NA,NA,121,0,10,300,0,0,0,0,0.05,0.4666666666666667,0,0.04666666666666667,0.4033333333333333,0.03333333333333333
FFD155,2016-07-28,2016,210,829,U04,FFD,M,0,DULL,3,min,0,0,NA,0,NA,0,11,107,0,0,NA,NA,115,67,0,300,0,0,0,0,0.04721030042918455,0.4592274678111588,0,0,0.49356223175965663,0
FFD156,2016-07-28,2016,210,1014,C04,FFD,M,0,DULL,2,exact,0,0,NA,0,NA,0,7,86,0,4,NA,NA,100,103,0,300,0,0,0,0,0.03553299492385787,0.4365482233502538,0,0.02030456852791878,0.5076142131979695,0
FFD157,2016-07-28,2016,210,1042,A10,FFD,M,100,BRIGHT,3,exact,0,0,NA,0,NA,0,5,110,0,4,NA,NA,40,141,0,300,0,0,0,0,0.031446540880503145,0.6918238993710691,0,0.025157232704402517,0.25157232704402516,0
FFD158,2016-07-28,2016,210,1053,X06,FFD,M,0,DULL,2,exact,0,0,NA,0,NA,0,9,147,0,14,NA,NA,58,72,0,300,0,0,0,0,0.039473684210526314,0.6447368421052632,0,0.06140350877192982,0.2543859649122807,0
FFD159,2016-07-28,2016,210,1135,T01,FFD,M,100,BRIGHT,3,exact,0,5,NA,0,NA,5,3,24,0,10,NA,NA,74,177,2,300,0,0.04065040650406504,0,0.04065040650406504,0.024390243902439025,0.1951219512195122,0,0.08130081300813008,0.6016260162601627,0.016260162601626018
FFD161,2016-07-29,2016,211,844,U02,FFD,M,100,BRIGHT,3,exact,0,0,NA,0,NA,2,29,43,0,0,NA,NA,155,68,3,300,0,0,0,0.008620689655172414,0.125,0.1853448275862069,0,0,0.6681034482758621,0.01293103448275862
FFD162,2016-07-29,2016,211,1213,Q10,FFD,M,15,DULL,4,min,0,0,NA,0,NA,0,9,203,0,0,NA,NA,19,69,0,300,0,0,0,0,0.03896103896103896,0.8787878787878788,0,0,0.08225108225108226,0
FFD163,2016-07-29,2016,211,1234,T01,FFD,M,100,BRIGHT,3,exact,0,0,NA,7,NA,30,5,38,0,34,NA,NA,73,113,0,300,0,0,0.0374331550802139,0.16042780748663102,0.026737967914438502,0.20320855614973263,0,0.18181818181818182,0.39037433155080214,0
TCH044,2016-07-25,2016,207,1245,D08,TCH,M,60,MOULT,4,exact,0,0,NA,0,NA,0,9,44,0,0,NA,NA,132,114,1,300,0,0,0,0,0.04838709677419355,0.23655913978494625,0,0,0.7096774193548387,0.005376344086021506
FFD165,2016-07-30,2016,212,839,A10,FFD,M,100,BRIGHT,3,exact,0,0,NA,0,NA,25,8,53,0,47,NA,NA,66,101,0,300,0,0,0,0.12562814070351758,0.04020100502512563,0.2663316582914573,0,0.23618090452261306,0.3316582914572864,0
FFD166,2016-07-30,2016,212,919,I02,FFD,M,0,DULL,2,exact,0,0,NA,0,NA,0,8,166,0,2,NA,NA,60,59,5,300,0,0,0,0,0.03319502074688797,0.6887966804979253,0,0.008298755186721992,0.24896265560165975,0.02074688796680498
FFD167,2016-07-30,2016,212,934,U03,FFD,M,0,DULL,2,min,0,0,NA,0,NA,0,3,136,0,0,NA,NA,39,119,3,300,0,0,0,0,0.016574585635359115,0.7513812154696132,0,0,0.2154696132596685,0.016574585635359115
TCH046,2016-07-28,2016,210,845,J05,TCH,M,60,MOULT,5,exact,0,0,NA,0,NA,0,42,4,0,0,NA,NA,151,103,0,300,0,0,0,0,0.2131979695431472,0.02030456852791878,0,0,0.766497461928934,0
SMT128,2016-07-30,2016,212,755,D05,SMT,M,0,DULL,5,min,0,0,NA,0,NA,0,6,0,0,0,NA,NA,157,136,1,300,0,0,0,0,0.036585365853658534,0,0,0,0.9573170731707317,0.006097560975609756
TCH047,2016-07-28,2016,210,854,V07,TCH,M,0,DULL,2,exact,0,0,NA,0,NA,0,5,140,0,0,NA,NA,1,146,8,300,0,0,0,0,0.032467532467532464,0.9090909090909091,0,0,0.006493506493506494,0.05194805194805195
TCH048,2016-07-28,2016,210,1027,Q10,TCH,M,15,DULL,4,min,0,0,NA,0,NA,0,12,213,0,0,NA,NA,55,20,0,300,0,0,0,0,0.04285714285714286,0.7607142857142857,0,0,0.19642857142857142,0
TCH049,2016-07-29,2016,211,934,D01,TCH,M,0,DULL,2,exact,0,0,NA,0,NA,0,2,136,0,89,NA,NA,30,42,1,300,0,0,0,0,0.007751937984496124,0.5271317829457365,0,0.3449612403100775,0.11627906976744186,0.003875968992248062
FFD171,2016-07-29,2016,211,1025,K04,FFD,M,100,BRIGHT,5,min,0,0,NA,0,NA,53,5,114,0,8,NA,NA,62,53,5,300,0,0,0,0.2145748987854251,0.020242914979757085,0.46153846153846156,0,0.032388663967611336,0.25101214574898784,0.020242914979757085
TCH050,2016-07-29,2016,211,1247,A10,TCH,M,100,BRIGHT,3,exact,0,0,NA,0,NA,1,8,103,0,4,NA,NA,67,111,6,300,0,0,0,0.005291005291005291,0.042328042328042326,0.544973544973545,0,0.021164021164021163,0.3544973544973545,0.031746031746031744
TCH051,2016-07-30,2016,212,705,G09,TCH,M,0,DULL,3,min,0,0,NA,0,NA,0,10,103,0,0,NA,NA,11,174,2,300,0,0,0,0,0.07936507936507936,0.8174603174603174,0,0,0.0873015873015873,0.015873015873015872
TCH052,2016-07-30,2016,212,801,C04,TCH,M,0,DULL,2,exact,0,0,NA,0,NA,0,4,195,0,0,NA,NA,0,101,0,300,0,0,0,0,0.020100502512562814,0.9798994974874372,0,0,0,0
TCH053,2016-07-30,2016,212,808,D08,TCH,M,75,MOULT,4,exact,0,10,NA,0,NA,0,9,162,0,28,NA,NA,46,45,0,300,0,0.0392156862745098,0,0,0.03529411764705882,0.6352941176470588,0,0.10980392156862745,0.1803921568627451,0
TCH054,2016-07-30,2016,212,901,G02,TCH,M,1,DULL,4,exact,0,0,NA,0,NA,0,16,140,0,0,NA,NA,0,143,1,300,0,0,0,0,0.10191082802547771,0.89171974522293,0,0,0,0.006369426751592357
FFD172,2016-07-30,2016,212,738,T01,FFD,M,100,BRIGHT,3,exact,0,0,NA,0,NA,0,10,37,0,1,NA,NA,86,166,0,300,0,0,0,0,0.07462686567164178,0.27611940298507465,0,0.007462686567164179,0.6417910447761194,0
TCH056,2016-07-31,2016,213,916,O02,TCH,M,0,DULL,2,exact,0,0,NA,0,NA,0,11,256,0,0,NA,NA,8,24,1,300,0,0,0,0,0.03985507246376811,0.927536231884058,0,0,0.028985507246376812,0.0036231884057971015
FFD173,2016-07-31,2016,213,744,H07,FFD,M,0,DULL,2,exact,0,0,NA,3,NA,0,4,156,0,12,NA,NA,21,98,6,300,0,0,0.01485148514851485,0,0.019801980198019802,0.7722772277227723,0,0.0594059405940594,0.10396039603960396,0.0297029702970297
FFD174,2016-07-31,2016,213,852,O10,FFD,M,0,DULL,2,exact,0,0,NA,0,NA,0,5,149,0,0,NA,NA,6,138,2,300,0,0,0,0,0.030864197530864196,0.9197530864197531,0,0,0.037037037037037035,0.012345679012345678
FFD175,2016-08-01,2016,214,807,P03,FFD,M,10,DULL,3,exact,0,0,NA,0,NA,0,5,140,0,12,NA,NA,34,104,5,300,0,0,0,0,0.025510204081632654,0.7142857142857143,0,0.061224489795918366,0.17346938775510204,0.025510204081632654
FFD177,2016-08-01,2016,214,910,Q10,FFD,M,20,DULL,4,min,0,0,NA,0,NA,0,10,153,0,0,NA,NA,18,119,0,300,0,0,0,0,0.055248618784530384,0.8453038674033149,0,0,0.09944751381215469,0
TCH059,2016-08-01,2016,214,743,X05,TCH,M,100,BRIGHT,4,exact,0,0,NA,0,NA,0,19,169,0,7,NA,NA,15,88,2,300,0,0,0,0,0.08962264150943396,0.7971698113207547,0,0.0330188679245283,0.07075471698113207,0.009433962264150943
TCH060,2016-08-01,2016,214,853,G02,TCH,M,1,DULL,4,exact,0,0,NA,0,NA,0,6,111,0,0,NA,NA,7,176,0,300,0,0,0,0,0.04838709677419355,0.8951612903225806,0,0,0.056451612903225805,0
TCH061,2016-08-01,2016,214,1011,K04,TCH,M,100,BRIGHT,5,min,0,0,NA,0,NA,0,1,212,0,0,NA,NA,0,87,0,300,0,0,0,0,0.004694835680751174,0.9953051643192489,0,0,0,0
TCH062,2016-08-01,2016,214,1056,V09,TCH,M,100,BRIGHT,5,min,0,0,NA,0,NA,0,8,152,0,19,NA,NA,28,70,23,300,0,0,0,0,0.034782608695652174,0.6608695652173913,0,0.08260869565217391,0.12173913043478261,0.1
FFD179,2016-08-02,2016,215,928,J05,FFD,M,85,BRIGHT,5,exact,0,0,NA,0,NA,4,20,53,0,3,NA,NA,70,147,3,300,0,0,0,0.026143790849673203,0.13071895424836602,0.3464052287581699,0,0.0196078431372549,0.45751633986928103,0.0196078431372549
SMT138,2016-08-02,2016,215,648,C03,SMT,M,0,DULL,3,min,0,0,NA,0,NA,0,14,45,0,0,NA,NA,75,161,5,300,0,0,0,0,0.10071942446043165,0.3237410071942446,0,0,0.539568345323741,0.03597122302158273
TCH064,2016-08-02,2016,215,758,D08,TCH,M,80,BRIGHT,4,exact,0,0,NA,0,NA,0,17,89,0,0,NA,NA,33,161,0,300,0,0,0,0,0.1223021582733813,0.6402877697841727,0,0,0.23741007194244604,0
LGH001,2017-06-16,2017,167,1009,E05,LGH,M,100,BRIGHT,3,exact,0,0,NA,0,0,0,18,0,0,0,NA,2,130,151,2,301,0,0,0,0,0.12,0,0,0,0.8666666666666667,0.013333333333333334
LGH003,2017-06-19,2017,170,714,V10,LGH,M,0,DULL,2,exact,0,0,NA,0,0,0,37,26,0,10,NA,14,106,108,14,301,0,0,0,0,0.19170984455958548,0.13471502590673576,0,0.05181347150259067,0.5492227979274611,0.07253886010362694
LGH004,2017-06-19,2017,170,1030,R09,LGH,M,35,MOULT,3,min,0,139,NA,0,0,0,3,0,0,53,NA,0,103,3,0,301,0,0.4664429530201342,0,0,0.010067114093959731,0,0,0.17785234899328858,0.34563758389261745,0
LGH008,2017-06-23,2017,174,810,E09,LGH,M,30,MOULT,2,exact,0,0,NA,0,0,0,13,15,0,27,NA,0,153,93,0,301,0,0,0,0,0.0625,0.07211538461538461,0,0.12980769230769232,0.7355769230769231,0
LGH009,2017-06-23,2017,174,953,B10,LGH,M,40,MOULT,2,exact,0,0,NA,0,0,0,16,24,0,58,NA,6,159,38,6,301,0,0,0,0,0.060836501901140684,0.09125475285171103,0,0.22053231939163498,0.6045627376425855,0.022813688212927757
LGH010,2017-06-25,2017,176,802,B10,LGH,M,45,MOULT,2,exact,0,61,NA,0,0,0,4,8,0,73,NA,3,102,50,3,301,0,0.24302788844621515,0,0,0.01593625498007968,0.03187250996015936,0,0.2908366533864542,0.4063745019920319,0.01195219123505976
LGH011,2017-06-25,2017,176,957,V10,LGH,M,0,DULL,2,exact,0,0,NA,0,0,0,13,41,0,2,NA,12,68,165,12,301,0,0,0,0,0.09558823529411764,0.3014705882352941,0,0.014705882352941176,0.5,0.08823529411764706
LGH012,2017-06-25,2017,176,1108,V04,LGH,M,80,BRIGHT,2,exact,0,0,NA,0,0,0,21,43,0,14,NA,0,146,77,0,301,0,0,0,0,0.09375,0.19196428571428573,0,0.0625,0.6517857142857143,0
LGH013,2017-06-26,2017,177,656,Z05,LGH,M,60,MOULT,2,exact,0,0,NA,3,0,0,29,72,0,2,NA,2,173,20,2,301,0,0,0.010676156583629894,0,0.10320284697508897,0.25622775800711745,0,0.0071174377224199285,0.6156583629893239,0.0071174377224199285
LGH017,2017-06-28,2017,179,1108,I07,LGH,M,100,BRIGHT,1,min,0,5,NA,20,3,0,30,97,0,10,NA,0,106,30,3,301,0,0.01845018450184502,0.07380073800738007,0,0.11070110701107011,0.35793357933579334,0,0.03690036900369004,0.39114391143911437,0.01107011070110701
LGH018,2017-06-29,2017,180,656,R09,LGH,M,70,MOULT,3,min,0,0,NA,0,1,0,19,161,0,4,NA,12,87,17,13,301,0,0,0,0,0.06690140845070422,0.5669014084507042,0,0.014084507042253521,0.30633802816901406,0.045774647887323945
LGH019,2017-06-29,2017,180,700,R09,LGH,M,70,MOULT,3,min,0,23,NA,0,1,0,35,79,0,9,NA,9,82,63,10,301,0,0.09663865546218488,0,0,0.14705882352941177,0.3319327731092437,0,0.037815126050420166,0.3445378151260504,0.04201680672268908
LGH020,2017-06-29,2017,180,756,V10,LGH,M,0,DULL,2,exact,0,12,NA,0,0,0,36,29,0,14,NA,20,75,115,20,301,0,0.06451612903225806,0,0,0.1935483870967742,0.15591397849462366,0,0.07526881720430108,0.4032258064516129,0.10752688172043011
LGH021,2017-06-29,2017,180,822,F06,LGH,M,55,MOULT,3,exact,0,0,NA,3,0,0,31,100,0,0,NA,0,127,40,0,301,0,0,0.011494252873563218,0,0.11877394636015326,0.3831417624521073,0,0,0.48659003831417624,0
LGH023,2017-06-30,2017,181,806,B03,LGH,M,30,MOULT,2,exact,0,28,NA,0,0,0,9,21,0,26,NA,0,75,142,0,301,0,0.1761006289308176,0,0,0.05660377358490566,0.1320754716981132,0,0.16352201257861634,0.4716981132075472,0
